"Código","Unidade Territorial","Referência",""
"27","ALAGOAS","08/2018","190774"
"28","SERGIPE","08/2018","122938"
"29","BAHIA","08/2018","774955"
"31","MINAS GERAIS","08/2018","1121313"
"32","ESPÍRITO SANTO","08/2018","233978"
"33","RIO DE JANEIRO","08/2018","633571"
"35","SÃO PAULO","08/2018","1791148"
"41","PARANÁ","08/2018","569495"
"42","SANTA CATARINA","08/2018","191356"
"43","RIO GRANDE DO SUL","08/2018","431783"
"50","MATO GROSSO DO SUL","08/2018","179415"
"51","MATO GROSSO","08/2018","250121"
"52","GOIÁS","08/2018","474515"
"53","DISTRITO FEDERAL","08/2018","97744"
"11","RONDÔNIA","09/2018","145100"
"12","ACRE","09/2018","60023"
"13","AMAZONAS","09/2018","308126"
"14","RORAIMA","09/2018","48472"
"15","PARÁ","09/2018","592703"
"16","AMAPÁ","09/2018","50693"
"17","TOCANTINS","09/2018","141727"
"21","MARANHÃO","09/2018","354678"
"22","PIAUÍ","09/2018","148535"
"23","CEARÁ","09/2018","545602"
"24","RIO GRANDE DO NORTE","09/2018","197866"
"25","PARAÍBA","09/2018","166424"
"26","PERNAMBUCO","09/2018","514077"
"27","ALAGOAS","09/2018","190267"
"28","SERGIPE","09/2018","122933"
"29","BAHIA","09/2018","779157"
"31","MINAS GERAIS","09/2018","1123064"
"32","ESPÍRITO SANTO","09/2018","234622"
"33","RIO DE JANEIRO","09/2018","637818"
"35","SÃO PAULO","09/2018","1807533"
"41","PARANÁ","09/2018","571583"
"42","SANTA CATARINA","09/2018","192398"
"43","RIO GRANDE DO SUL","09/2018","433847"
"50","MATO GROSSO DO SUL","09/2018","180984"
"51","MATO GROSSO","09/2018","251441"
"52","GOIÁS","09/2018","477438"
"53","DISTRITO FEDERAL","09/2018","97937"
"11","RONDÔNIA","10/2018","144014"
"12","ACRE","10/2018","59322"
"13","AMAZONAS","10/2018","312020"
"14","RORAIMA","10/2018","48115"
"15","PARÁ","10/2018","602217"
"16","AMAPÁ","10/2018","51005"
"17","TOCANTINS","10/2018","139720"
"21","MARANHÃO","10/2018","362341"
"22","PIAUÍ","10/2018","145598"
"23","CEARÁ","10/2018","533966"
"24","RIO GRANDE DO NORTE","10/2018","195240"
"25","PARAÍBA","10/2018","166960"
"26","PERNAMBUCO","10/2018","512769"
"27","ALAGOAS","10/2018","186268"
"28","SERGIPE","10/2018","124094"
"29","BAHIA","10/2018","778453"
"31","MINAS GERAIS","10/2018","1101421"
"32","ESPÍRITO SANTO","10/2018","232242"
"33","RIO DE JANEIRO","10/2018","640389"
"35","SÃO PAULO","10/2018","1795525"
"41","PARANÁ","10/2018","557978"
"42","SANTA CATARINA","10/2018","187843"
"43","RIO GRANDE DO SUL","10/2018","429296"
"50","MATO GROSSO DO SUL","10/2018","178582"
"51","MATO GROSSO","10/2018","250259"
"52","GOIÁS","10/2018","472189"
"53","DISTRITO FEDERAL","10/2018","97862"
"11","RONDÔNIA","11/2018","144340"
"12","ACRE","11/2018","59459"
"13","AMAZONAS","11/2018","314179"
"14","RORAIMA","11/2018","48604"
"15","PARÁ","11/2018","607903"
"16","AMAPÁ","11/2018","51630"
"17","TOCANTINS","11/2018","139745"
"21","MARANHÃO","11/2018","367704"
"22","PIAUÍ","11/2018","145394"
"23","CEARÁ","11/2018","532870"
"24","RIO GRANDE DO NORTE","11/2018","194592"
"25","PARAÍBA","11/2018","167985"
"26","PERNAMBUCO","11/2018","513496"
"27","ALAGOAS","11/2018","185389"
"28","SERGIPE","11/2018","124481"
"29","BAHIA","11/2018","780684"
"31","MINAS GERAIS","11/2018","1099936"
"32","ESPÍRITO SANTO","11/2018","233256"
"33","RIO DE JANEIRO","11/2018","641396"
"35","SÃO PAULO","11/2018","1800474"
"41","PARANÁ","11/2018","557598"
"42","SANTA CATARINA","11/2018","188512"
"43","RIO GRANDE DO SUL","11/2018","429344"
"50","MATO GROSSO DO SUL","11/2018","178806"
"51","MATO GROSSO","11/2018","250782"
"52","GOIÁS","11/2018","472490"
"53","DISTRITO FEDERAL","11/2018","98098"
"11","RONDÔNIA","12/2018","136519"
"12","ACRE","12/2018","55986"
"13","AMAZONAS","12/2018","301625"
"14","RORAIMA","12/2018","46700"
"15","PARÁ","12/2018","584298"
"16","AMAPÁ","12/2018","50033"
"17","TOCANTINS","12/2018","134283"
"21","MARANHÃO","12/2018","353248"
"22","PIAUÍ","12/2018","136673"
"23","CEARÁ","12/2018","502890"
"24","RIO GRANDE DO NORTE","12/2018","182280"
"25","PARAÍBA","12/2018","159148"
"26","PERNAMBUCO","12/2018","483345"
"27","ALAGOAS","12/2018","172435"
"28","SERGIPE","12/2018","118116"
"29","BAHIA","12/2018","735191"
"31","MINAS GERAIS","12/2018","1026325"
"32","ESPÍRITO SANTO","12/2018","218689"
"33","RIO DE JANEIRO","12/2018","590394"
"35","SÃO PAULO","12/2018","1666380"
"41","PARANÁ","12/2018","523238"
"42","SANTA CATARINA","12/2018","173567"
"43","RIO GRANDE DO SUL","12/2018","396194"
"50","MATO GROSSO DO SUL","12/2018","168435"
"51","MATO GROSSO","12/2018","235738"
"52","GOIÁS","12/2018","444445"
"53","DISTRITO FEDERAL","12/2018","83545"
"11","RONDÔNIA","01/2019","138550"
"12","ACRE","01/2019","56293"
"13","AMAZONAS","01/2019","300692"
"14","RORAIMA","01/2019","47438"
"15","PARÁ","01/2019","581176"
"16","AMAPÁ","01/2019","50277"
"17","TOCANTINS","01/2019","135392"
"21","MARANHÃO","01/2019","346281"
"22","PIAUÍ","01/2019","137491"
"23","CEARÁ","01/2019","504358"
"24","RIO GRANDE DO NORTE","01/2019","181688"
"25","PARAÍBA","01/2019","156944"
"26","PERNAMBUCO","01/2019","478226"
"27","ALAGOAS","01/2019","172169"
"28","SERGIPE","01/2019","114091"
"29","BAHIA","01/2019","725701"
"31","MINAS GERAIS","01/2019","1040452"
"32","ESPÍRITO SANTO","01/2019","221912"
"33","RIO DE JANEIRO","01/2019","590376"
"35","SÃO PAULO","01/2019","1693663"
"41","PARANÁ","01/2019","537346"
"42","SANTA CATARINA","01/2019","178811"
"43","RIO GRANDE DO SUL","01/2019","401742"
"50","MATO GROSSO DO SUL","01/2019","171637"
"51","MATO GROSSO","01/2019","236824"
"52","GOIÁS","01/2019","451052"
"53","DISTRITO FEDERAL","01/2019","83468"
"11","RONDÔNIA","02/2019","139227"
"12","ACRE","02/2019","55998"
"13","AMAZONAS","02/2019","302083"
"14","RORAIMA","02/2019","47843"
"15","PARÁ","02/2019","583216"
"16","AMAPÁ","02/2019","50894"
"17","TOCANTINS","02/2019","135188"
"21","MARANHÃO","02/2019","346396"
"22","PIAUÍ","02/2019","136819"
"23","CEARÁ","02/2019","501588"
"24","RIO GRANDE DO NORTE","02/2019","180711"
"25","PARAÍBA","02/2019","156417"
"26","PERNAMBUCO","02/2019","476300"
"27","ALAGOAS","02/2019","171328"
"28","SERGIPE","02/2019","113529"
"29","BAHIA","02/2019","722831"
"31","MINAS GERAIS","02/2019","1039899"
"32","ESPÍRITO SANTO","02/2019","222964"
"33","RIO DE JANEIRO","02/2019","591862"
"35","SÃO PAULO","02/2019","1701772"
"41","PARANÁ","02/2019","539030"
"42","SANTA CATARINA","02/2019","179700"
"43","RIO GRANDE DO SUL","02/2019","402674"
"50","MATO GROSSO DO SUL","02/2019","172646"
"51","MATO GROSSO","02/2019","237469"
"52","GOIÁS","02/2019","453047"
"53","DISTRITO FEDERAL","02/2019","83724"
"11","RONDÔNIA","03/2019","139889"
"12","ACRE","03/2019","56170"
"13","AMAZONAS","03/2019","305450"
"14","RORAIMA","03/2019","48062"
"15","PARÁ","03/2019","587301"
"16","AMAPÁ","03/2019","51502"
"17","TOCANTINS","03/2019","134976"
"21","MARANHÃO","03/2019","348806"
"22","PIAUÍ","03/2019","137269"
"23","CEARÁ","03/2019","500571"
"24","RIO GRANDE DO NORTE","03/2019","180822"
"25","PARAÍBA","03/2019","157162"
"26","PERNAMBUCO","03/2019","476300"
"27","ALAGOAS","03/2019","171261"
"28","SERGIPE","03/2019","113456"
"29","BAHIA","03/2019","724299"
"31","MINAS GERAIS","03/2019","1042311"
"32","ESPÍRITO SANTO","03/2019","223664"
"33","RIO DE JANEIRO","03/2019","593852"
"35","SÃO PAULO","03/2019","1709770"
"41","PARANÁ","03/2019","540535"
"42","SANTA CATARINA","03/2019","180780"
"43","RIO GRANDE DO SUL","03/2019","403506"
"50","MATO GROSSO DO SUL","03/2019","173659"
"51","MATO GROSSO","03/2019","238589"
"52","GOIÁS","03/2019","455630"
"53","DISTRITO FEDERAL","03/2019","83664"
"11","RONDÔNIA","04/2019","136113"
"12","ACRE","04/2019","54379"
"13","AMAZONAS","04/2019","300006"
"14","RORAIMA","04/2019","46662"
"15","PARÁ","04/2019","574048"
"16","AMAPÁ","04/2019","50631"
"17","TOCANTINS","04/2019","131957"
"21","MARANHÃO","04/2019","340902"
"22","PIAUÍ","04/2019","132359"
"23","CEARÁ","04/2019","484642"
"24","RIO GRANDE DO NORTE","04/2019","174633"
"25","PARAÍBA","04/2019","151681"
"26","PERNAMBUCO","04/2019","458472"
"27","ALAGOAS","04/2019","164896"
"28","SERGIPE","04/2019","109854"
"29","BAHIA","04/2019","698635"
"31","MINAS GERAIS","04/2019","1004796"
"32","ESPÍRITO SANTO","04/2019","218461"
"33","RIO DE JANEIRO","04/2019","568999"
"35","SÃO PAULO","04/2019","1645783"
"41","PARANÁ","04/2019","525299"
"42","SANTA CATARINA","04/2019","174854"
"43","RIO GRANDE DO SUL","04/2019","386674"
"50","MATO GROSSO DO SUL","04/2019","169145"
"51","MATO GROSSO","04/2019","230388"
"52","GOIÁS","04/2019","440268"
"53","DISTRITO FEDERAL","04/2019","78308"
"11","RONDÔNIA","05/2019","137479"
"12","ACRE","05/2019","54419"
"13","AMAZONAS","05/2019","301921"
"14","RORAIMA","05/2019","47078"
"15","PARÁ","05/2019","576137"
"16","AMAPÁ","05/2019","50780"
"17","TOCANTINS","05/2019","132846"
"21","MARANHÃO","05/2019","341460"
"22","PIAUÍ","05/2019","132072"
"23","CEARÁ","05/2019","483081"
"24","RIO GRANDE DO NORTE","05/2019","173960"
"25","PARAÍBA","05/2019","152058"
"26","PERNAMBUCO","05/2019","457069"
"27","ALAGOAS","05/2019","164974"
"28","SERGIPE","05/2019","109391"
"29","BAHIA","05/2019","698987"
"31","MINAS GERAIS","05/2019","1005707"
"32","ESPÍRITO SANTO","05/2019","219482"
"33","RIO DE JANEIRO","05/2019","569917"
"35","SÃO PAULO","05/2019","1654899"
"41","PARANÁ","05/2019","526543"
"42","SANTA CATARINA","05/2019","176002"
"43","RIO GRANDE DO SUL","05/2019","388132"
"50","MATO GROSSO DO SUL","05/2019","170305"
"51","MATO GROSSO","05/2019","231594"
"52","GOIÁS","05/2019","441368"
"53","DISTRITO FEDERAL","05/2019","78784"
"11","RONDÔNIA","06/2019","138695"
"12","ACRE","06/2019","54228"
"13","AMAZONAS","06/2019","303526"
"14","RORAIMA","06/2019","47448"
"15","PARÁ","06/2019","578643"
"16","AMAPÁ","06/2019","51686"
"17","TOCANTINS","06/2019","133093"
"21","MARANHÃO","06/2019","341630"
"22","PIAUÍ","06/2019","131714"
"23","CEARÁ","06/2019","480882"
"24","RIO GRANDE DO NORTE","06/2019","173166"
"25","PARAÍBA","06/2019","152068"
"26","PERNAMBUCO","06/2019","455609"
"27","ALAGOAS","06/2019","165030"
"28","SERGIPE","06/2019","109237"
"29","BAHIA","06/2019","698384"
"31","MINAS GERAIS","06/2019","1007289"
"32","ESPÍRITO SANTO","06/2019","221226"
"33","RIO DE JANEIRO","06/2019","571963"
"35","SÃO PAULO","06/2019","1665759"
"41","PARANÁ","06/2019","528655"
"42","SANTA CATARINA","06/2019","177637"
"43","RIO GRANDE DO SUL","06/2019","389804"
"50","MATO GROSSO DO SUL","06/2019","171363"
"51","MATO GROSSO","06/2019","232689"
"52","GOIÁS","06/2019","443476"
"53","DISTRITO FEDERAL","06/2019","79627"
"11","RONDÔNIA","07/2019","139644"
"12","ACRE","07/2019","54129"
"13","AMAZONAS","07/2019","305436"
"14","RORAIMA","07/2019","47737"
"15","PARÁ","07/2019","580099"
"16","AMAPÁ","07/2019","52045"
"17","TOCANTINS","07/2019","133179"
"21","MARANHÃO","07/2019","342218"
"22","PIAUÍ","07/2019","131676"
"23","CEARÁ","07/2019","479787"
"24","RIO GRANDE DO NORTE","07/2019","172997"
"25","PARAÍBA","07/2019","152000"
"26","PERNAMBUCO","07/2019","455888"
"27","ALAGOAS","07/2019","164383"
"28","SERGIPE","07/2019","109499"
"29","BAHIA","07/2019","698837"
"31","MINAS GERAIS","07/2019","1008807"
"32","ESPÍRITO SANTO","07/2019","222384"
"33","RIO DE JANEIRO","07/2019","572674"
"35","SÃO PAULO","07/2019","1674546"
"41","PARANÁ","07/2019","530387"
"42","SANTA CATARINA","07/2019","179108"
"43","RIO GRANDE DO SUL","07/2019","391202"
"50","MATO GROSSO DO SUL","07/2019","171906"
"51","MATO GROSSO","07/2019","233765"
"52","GOIÁS","07/2019","443634"
"53","DISTRITO FEDERAL","07/2019","80073"
"11","RONDÔNIA","08/2019","140622"
"12","ACRE","08/2019","54359"
"13","AMAZONAS","08/2019","308235"
"14","RORAIMA","08/2019","48241"
"15","PARÁ","08/2019","583238"
"16","AMAPÁ","08/2019","52539"
"17","TOCANTINS","08/2019","133319"
"21","MARANHÃO","08/2019","343479"
"22","PIAUÍ","08/2019","131703"
"23","CEARÁ","08/2019","476459"
"24","RIO GRANDE DO NORTE","08/2019","171565"
"25","PARAÍBA","08/2019","151865"
"26","PERNAMBUCO","08/2019","454422"
"27","ALAGOAS","08/2019","163534"
"28","SERGIPE","08/2019","109570"
"29","BAHIA","08/2019","698448"
"31","MINAS GERAIS","08/2019","1007158"
"32","ESPÍRITO SANTO","08/2019","223787"
"33","RIO DE JANEIRO","08/2019","574371"
"35","SÃO PAULO","08/2019","1682824"
"41","PARANÁ","08/2019","530885"
"42","SANTA CATARINA","08/2019","180720"
"43","RIO GRANDE DO SUL","08/2019","391973"
"50","MATO GROSSO DO SUL","08/2019","171775"
"51","MATO GROSSO","08/2019","234372"
"52","GOIÁS","08/2019","443841"
"53","DISTRITO FEDERAL","08/2019","80527"
"11","RONDÔNIA","09/2019","131694"
"12","ACRE","09/2019","51289"
"13","AMAZONAS","09/2019","292538"
"14","RORAIMA","09/2019","44414"
"15","PARÁ","09/2019","554455"
"16","AMAPÁ","09/2019","50087"
"17","TOCANTINS","09/2019","126752"
"21","MARANHÃO","09/2019","325375"
"22","PIAUÍ","09/2019","124292"
"23","CEARÁ","09/2019","445644"
"24","RIO GRANDE DO NORTE","09/2019","160753"
"25","PARAÍBA","09/2019","142987"
"26","PERNAMBUCO","09/2019","426112"
"27","ALAGOAS","09/2019","152134"
"28","SERGIPE","09/2019","103026"
"29","BAHIA","09/2019","654480"
"31","MINAS GERAIS","09/2019","933123"
"32","ESPÍRITO SANTO","09/2019","210652"
"33","RIO DE JANEIRO","09/2019","527309"
"35","SÃO PAULO","09/2019","1545567"
"41","PARANÁ","09/2019","496879"
"42","SANTA CATARINA","09/2019","166477"
"43","RIO GRANDE DO SUL","09/2019","359218"
"50","MATO GROSSO DO SUL","09/2019","160904"
"51","MATO GROSSO","09/2019","219667"
"52","GOIÁS","09/2019","413937"
"53","DISTRITO FEDERAL","09/2019","70253"
"11","RONDÔNIA","10/2019","132979"
"12","ACRE","10/2019","51555"
"13","AMAZONAS","10/2019","295764"
"14","RORAIMA","10/2019","44642"
"15","PARÁ","10/2019","558610"
"16","AMAPÁ","10/2019","50693"
"17","TOCANTINS","10/2019","127137"
"21","MARANHÃO","10/2019","328162"
"22","PIAUÍ","10/2019","124899"
"23","CEARÁ","10/2019","445125"
"24","RIO GRANDE DO NORTE","10/2019","160667"
"25","PARAÍBA","10/2019","143336"
"26","PERNAMBUCO","10/2019","427329"
"27","ALAGOAS","10/2019","152414"
"28","SERGIPE","10/2019","103258"
"29","BAHIA","10/2019","657294"
"31","MINAS GERAIS","10/2019","937638"
"32","ESPÍRITO SANTO","10/2019","212735"
"33","RIO DE JANEIRO","10/2019","530584"
"35","SÃO PAULO","10/2019","1559289"
"41","PARANÁ","10/2019","499414"
"42","SANTA CATARINA","10/2019","168967"
"43","RIO GRANDE DO SUL","10/2019","361454"
"50","MATO GROSSO DO SUL","10/2019","161746"
"51","MATO GROSSO","10/2019","220952"
"52","GOIÁS","10/2019","416396"
"53","DISTRITO FEDERAL","10/2019","71189"
"11","RONDÔNIA","11/2019","133618"
"12","ACRE","11/2019","51424"
"13","AMAZONAS","11/2019","296684"
"14","RORAIMA","11/2019","44843"
"15","PARÁ","11/2019","559382"
"16","AMAPÁ","11/2019","51027"
"17","TOCANTINS","11/2019","127323"
"21","MARANHÃO","11/2019","328762"
"22","PIAUÍ","11/2019","124589"
"23","CEARÁ","11/2019","443613"
"24","RIO GRANDE DO NORTE","11/2019","159946"
"25","PARAÍBA","11/2019","143425"
"26","PERNAMBUCO","11/2019","426361"
"27","ALAGOAS","11/2019","152648"
"28","SERGIPE","11/2019","103416"
"29","BAHIA","11/2019","656850"
"31","MINAS GERAIS","11/2019","939319"
"32","ESPÍRITO SANTO","11/2019","213570"
"33","RIO DE JANEIRO","11/2019","531723"
"35","SÃO PAULO","11/2019","1566923"
"41","PARANÁ","11/2019","501032"
"42","SANTA CATARINA","11/2019","170400"
"43","RIO GRANDE DO SUL","11/2019","362062"
"50","MATO GROSSO DO SUL","11/2019","162512"
"51","MATO GROSSO","11/2019","222056"
"52","GOIÁS","11/2019","417336"
"53","DISTRITO FEDERAL","11/2019","71523"
"11","RONDÔNIA","12/2019","134236"
"12","ACRE","12/2019","51368"
"13","AMAZONAS","12/2019","297283"
"14","RORAIMA","12/2019","44948"
"15","PARÁ","12/2019","560172"
"16","AMAPÁ","12/2019","50834"
"17","TOCANTINS","12/2019","127758"
"21","MARANHÃO","12/2019","329078"
"22","PIAUÍ","12/2019","124412"
"23","CEARÁ","12/2019","442485"
"24","RIO GRANDE DO NORTE","12/2019","159210"
"25","PARAÍBA","12/2019","143524"
"26","PERNAMBUCO","12/2019","425504"
"27","ALAGOAS","12/2019","152252"
"28","SERGIPE","12/2019","103525"
"29","BAHIA","12/2019","655320"
"31","MINAS GERAIS","12/2019","940458"
"32","ESPÍRITO SANTO","12/2019","214364"
"33","RIO DE JANEIRO","12/2019","532488"
"35","SÃO PAULO","12/2019","1573612"
"41","PARANÁ","12/2019","502998"
"42","SANTA CATARINA","12/2019","172030"
"43","RIO GRANDE DO SUL","12/2019","362925"
"50","MATO GROSSO DO SUL","12/2019","163071"
"51","MATO GROSSO","12/2019","223382"
"52","GOIÁS","12/2019","418604"
"53","DISTRITO FEDERAL","12/2019","71767"
"11","RONDÔNIA","01/2020","134725"
"12","ACRE","01/2020","51460"
"13","AMAZONAS","01/2020","297473"
"14","RORAIMA","01/2020","45463"
"15","PARÁ","01/2020","560829"
"16","AMAPÁ","01/2020","50896"
"17","TOCANTINS","01/2020","127760"
"21","MARANHÃO","01/2020","328925"
"22","PIAUÍ","01/2020","124444"
"23","CEARÁ","01/2020","442810"
"24","RIO GRANDE DO NORTE","01/2020","159184"
"25","PARAÍBA","01/2020","144139"
"26","PERNAMBUCO","01/2020","425376"
"27","ALAGOAS","01/2020","152389"
"28","SERGIPE","01/2020","103718"
"29","BAHIA","01/2020","655578"
"31","MINAS GERAIS","01/2020","941486"
"32","ESPÍRITO SANTO","01/2020","214614"
"33","RIO DE JANEIRO","01/2020","533827"
"35","SÃO PAULO","01/2020","1577027"
"41","PARANÁ","01/2020","504068"
"42","SANTA CATARINA","01/2020","172380"
"43","RIO GRANDE DO SUL","01/2020","363362"
"50","MATO GROSSO DO SUL","01/2020","163400"
"51","MATO GROSSO","01/2020","223873"
"52","GOIÁS","01/2020","419550"
"53","DISTRITO FEDERAL","01/2020","72044"
"11","RONDÔNIA","02/2020","130480"
"12","ACRE","02/2020","49001"
"13","AMAZONAS","02/2020","286796"
"14","RORAIMA","02/2020","43743"
"15","PARÁ","02/2020","541657"
"16","AMAPÁ","02/2020","49149"
"17","TOCANTINS","02/2020","123845"
"21","MARANHÃO","02/2020","312390"
"22","PIAUÍ","02/2020","119039"
"23","CEARÁ","02/2020","425556"
"24","RIO GRANDE DO NORTE","02/2020","152471"
"25","PARAÍBA","02/2020","138588"
"26","PERNAMBUCO","02/2020","408754"
"27","ALAGOAS","02/2020","144027"
"28","SERGIPE","02/2020","100223"
"29","BAHIA","02/2020","626751"
"31","MINAS GERAIS","02/2020","903716"
"32","ESPÍRITO SANTO","02/2020","207325"
"33","RIO DE JANEIRO","02/2020","505439"
"35","SÃO PAULO","02/2020","1509289"
"41","PARANÁ","02/2020","489268"
"42","SANTA CATARINA","02/2020","165156"
"43","RIO GRANDE DO SUL","02/2020","346480"
"50","MATO GROSSO DO SUL","02/2020","157488"
"51","MATO GROSSO","02/2020","216113"
"52","GOIÁS","02/2020","404767"
"53","DISTRITO FEDERAL","02/2020","67950"
"11","RONDÔNIA","03/2020","131125"
"12","ACRE","03/2020","48907"
"13","AMAZONAS","03/2020","288178"
"14","RORAIMA","03/2020","44209"
"15","PARÁ","03/2020","542519"
"16","AMAPÁ","03/2020","49540"
"17","TOCANTINS","03/2020","123994"
"21","MARANHÃO","03/2020","312734"
"22","PIAUÍ","03/2020","118878"
"23","CEARÁ","03/2020","426035"
"24","RIO GRANDE DO NORTE","03/2020","152183"
"25","PARAÍBA","03/2020","139206"
"26","PERNAMBUCO","03/2020","408645"
"27","ALAGOAS","03/2020","144527"
"28","SERGIPE","03/2020","100570"
"29","BAHIA","03/2020","627245"
"31","MINAS GERAIS","03/2020","906507"
"32","ESPÍRITO SANTO","03/2020","208062"
"33","RIO DE JANEIRO","03/2020","506818"
"35","SÃO PAULO","03/2020","1517711"
"41","PARANÁ","03/2020","492098"
"42","SANTA CATARINA","03/2020","166878"
"43","RIO GRANDE DO SUL","03/2020","347901"
"50","MATO GROSSO DO SUL","03/2020","158416"
"51","MATO GROSSO","03/2020","217383"
"52","GOIÁS","03/2020","407192"
"53","DISTRITO FEDERAL","03/2020","68238"
"11","RONDÔNIA","04/2020","131502"
"12","ACRE","04/2020","48824"
"13","AMAZONAS","04/2020","288128"
"14","RORAIMA","04/2020","44558"
"15","PARÁ","04/2020","543549"
"16","AMAPÁ","04/2020","49551"
"17","TOCANTINS","04/2020","123927"
"21","MARANHÃO","04/2020","312776"
"22","PIAUÍ","04/2020","118718"
"23","CEARÁ","04/2020","426040"
"24","RIO GRANDE DO NORTE","04/2020","152364"
"25","PARAÍBA","04/2020","139848"
"26","PERNAMBUCO","04/2020","408831"
"27","ALAGOAS","04/2020","144339"
"28","SERGIPE","04/2020","100609"
"29","BAHIA","04/2020","627800"
"31","MINAS GERAIS","04/2020","908022"
"32","ESPÍRITO SANTO","04/2020","208386"
"33","RIO DE JANEIRO","04/2020","507349"
"35","SÃO PAULO","04/2020","1522124"
"41","PARANÁ","04/2020","493360"
"42","SANTA CATARINA","04/2020","167139"
"43","RIO GRANDE DO SUL","04/2020","349235"
"50","MATO GROSSO DO SUL","04/2020","158915"
"51","MATO GROSSO","04/2020","218605"
"52","GOIÁS","04/2020","407974"
"53","DISTRITO FEDERAL","04/2020","68245"
"11","RONDÔNIA","05/2020","131755"
"12","ACRE","05/2020","48778"
"13","AMAZONAS","05/2020","287812"
"14","RORAIMA","05/2020","45012"
"15","PARÁ","05/2020","543913"
"16","AMAPÁ","05/2020","49698"
"17","TOCANTINS","05/2020","124043"
"21","MARANHÃO","05/2020","312639"
"22","PIAUÍ","05/2020","118870"
"23","CEARÁ","05/2020","426124"
"24","RIO GRANDE DO NORTE","05/2020","152998"
"25","PARAÍBA","05/2020","140693"
"26","PERNAMBUCO","05/2020","409762"
"27","ALAGOAS","05/2020","144143"
"28","SERGIPE","05/2020","100834"
"29","BAHIA","05/2020","629336"
"31","MINAS GERAIS","05/2020","911797"
"32","ESPÍRITO SANTO","05/2020","210171"
"33","RIO DE JANEIRO","05/2020","507747"
"35","SÃO PAULO","05/2020","1529577"
"41","PARANÁ","05/2020","497107"
"42","SANTA CATARINA","05/2020","168096"
"43","RIO GRANDE DO SUL","05/2020","351465"
"50","MATO GROSSO DO SUL","05/2020","160284"
"51","MATO GROSSO","05/2020","220776"
"52","GOIÁS","05/2020","408441"
"53","DISTRITO FEDERAL","05/2020","68179"
"11","RONDÔNIA","06/2020","132410"
"12","ACRE","06/2020","48729"
"13","AMAZONAS","06/2020","287420"
"14","RORAIMA","06/2020","45091"
"15","PARÁ","06/2020","545048"
"16","AMAPÁ","06/2020","49826"
"17","TOCANTINS","06/2020","124190"
"21","MARANHÃO","06/2020","313403"
"22","PIAUÍ","06/2020","119249"
"23","CEARÁ","06/2020","426427"
"24","RIO GRANDE DO NORTE","06/2020","153402"
"25","PARAÍBA","06/2020","140958"
"26","PERNAMBUCO","06/2020","410901"
"27","ALAGOAS","06/2020","144348"
"28","SERGIPE","06/2020","101222"
"29","BAHIA","06/2020","630743"
"31","MINAS GERAIS","06/2020","916122"
"32","ESPÍRITO SANTO","06/2020","211405"
"33","RIO DE JANEIRO","06/2020","508192"
"35","SÃO PAULO","06/2020","1536941"
"41","PARANÁ","06/2020","501913"
"42","SANTA CATARINA","06/2020","169571"
"43","RIO GRANDE DO SUL","06/2020","353740"
"50","MATO GROSSO DO SUL","06/2020","161195"
"51","MATO GROSSO","06/2020","222164"
"52","GOIÁS","06/2020","409825"
"53","DISTRITO FEDERAL","06/2020","68169"
"11","RONDÔNIA","07/2020","132761"
"12","ACRE","07/2020","48651"
"13","AMAZONAS","07/2020","287321"
"14","RORAIMA","07/2020","45103"
"15","PARÁ","07/2020","546372"
"16","AMAPÁ","07/2020","50081"
"17","TOCANTINS","07/2020","124475"
"21","MARANHÃO","07/2020","318142"
"22","PIAUÍ","07/2020","119652"
"23","CEARÁ","07/2020","426887"
"24","RIO GRANDE DO NORTE","07/2020","153602"
"25","PARAÍBA","07/2020","141395"
"26","PERNAMBUCO","07/2020","411721"
"27","ALAGOAS","07/2020","144569"
"28","SERGIPE","07/2020","101482"
"29","BAHIA","07/2020","632151"
"31","MINAS GERAIS","07/2020","919325"
"32","ESPÍRITO SANTO","07/2020","212438"
"33","RIO DE JANEIRO","07/2020","508840"
"35","SÃO PAULO","07/2020","1541692"
"41","PARANÁ","07/2020","504954"
"42","SANTA CATARINA","07/2020","170459"
"43","RIO GRANDE DO SUL","07/2020","355119"
"50","MATO GROSSO DO SUL","07/2020","161942"
"51","MATO GROSSO","07/2020","223118"
"52","GOIÁS","07/2020","410546"
"53","DISTRITO FEDERAL","07/2020","68238"
"11","RONDÔNIA","08/2020","133134"
"12","ACRE","08/2020","48657"
"13","AMAZONAS","08/2020","287927"
"14","RORAIMA","08/2020","45244"
"15","PARÁ","08/2020","548637"
"16","AMAPÁ","08/2020","50280"
"17","TOCANTINS","08/2020","124861"
"21","MARANHÃO","08/2020","323735"
"22","PIAUÍ","08/2020","119892"
"23","CEARÁ","08/2020","428498"
"24","RIO GRANDE DO NORTE","08/2020","154075"
"25","PARAÍBA","08/2020","142169"
"26","PERNAMBUCO","08/2020","413912"
"27","ALAGOAS","08/2020","144946"
"28","SERGIPE","08/2020","101891"
"29","BAHIA","08/2020","634041"
"31","MINAS GERAIS","08/2020","922322"
"32","ESPÍRITO SANTO","08/2020","213490"
"33","RIO DE JANEIRO","08/2020","510299"
"35","SÃO PAULO","08/2020","1548313"
"41","PARANÁ","08/2020","507918"
"42","SANTA CATARINA","08/2020","171133"
"43","RIO GRANDE DO SUL","08/2020","356925"
"50","MATO GROSSO DO SUL","08/2020","162399"
"51","MATO GROSSO","08/2020","224215"
